ae_id,drug,reports,date
10028391.0,drugname_1,641.0,2024-06-13
10028411.0,drugname_1,68.0,2024-06-13
10028810.0,drugname_1,762.0,2024-06-13
10028813.0,drugname_1,656.0,2024-06-13
10029366.0,drugname_1,588.0,2024-06-13
10030124.0,drugname_1,996.0,2024-06-13
10076205.0,drugname_1,705.0,2024-06-13
10035528.0,drugname_1,377.0,2024-06-13
10037087.0,drugname_1,443.0,2024-06-13
10037660.0,drugname_1,245.0,2024-06-13
10039801.0,drugname_1,315.0,2024-06-13
10040047.0,drugname_1,349.0,2024-06-13
10040753.0,drugname_1,687.0,2024-06-13
10046571.0,drugname_1,871.0,2024-06-13
10047281.0,drugname_1,947.0,2024-06-13
10047700.0,drugname_1,669.0,2024-06-13
10000059.0,drugname_1,246.0,2024-06-13
10000060.0,drugname_1,192.0,2024-06-13
10000087.0,drugname_1,85.0,2024-06-13
10051592.0,drugname_1,69.0,2024-06-13
10001507.0,drugname_1,281.0,2024-06-13
10001760.0,drugname_1,737.0,2024-06-13
10002016.0,drugname_1,385.0,2024-06-13
10002198.0,drugname_1,875.0,2024-06-13
10059245.0,drugname_1,93.0,2024-06-13
10002855.0,drugname_1,163.0,2024-06-13
10003130.0,drugname_1,218.0,2024-06-13
10003246.0,drugname_1,84.0,2024-06-13
10003285.0,drugname_1,829.0,2024-06-13
10074171.0,drugname_1,136.0,2024-06-13
10060945.0,drugname_1,498.0,2024-06-13
10004146.0,drugname_1,245.0,2024-06-13
10005003.0,drugname_1,11.0,2024-06-13
10059570.0,drugname_1,431.0,2024-06-13
10005395.0,drugname_1,432.0,2024-06-13
10061590.0,drugname_1,41.0,2024-06-13
10005557.0,drugname_1,301.0,2024-06-13
10049471.0,drugname_1,277.0,2024-06-13
10005724.0,drugname_1,554.0,2024-06-13
10005725.0,drugname_1,227.0,2024-06-13
10005861.0,drugname_1,96.0,2024-06-13
10006002.0,drugname_1,328.0,2024-06-13
10006448.0,drugname_1,522.0,2024-06-13
10006451.0,drugname_1,570.0,2024-06-13
10006473.0,drugname_1,496.0,2024-06-13
10074170.0,drugname_1,802.0,2024-06-13
10007554.0,drugname_1,790.0,2024-06-13
10048610.0,drugname_1,58.0,2024-06-13
10007649.0,drugname_1,899.0,2024-06-13
10007739.0,drugname_1,819.0,2024-06-13
10007882.0,drugname_1,72.0,2024-06-13
10008111.0,drugname_1,497.0,2024-06-13
10008190.0,drugname_1,101.0,2024-06-13
10008479.0,drugname_1,779.0,2024-06-13
10008531.0,drugname_1,812.0,2024-06-13
10009887.0,drugname_1,421.0,2024-06-13
10010264.0,drugname_1,450.0,2024-06-13
10010719.0,drugname_1,267.0,2024-06-13
10010741.0,drugname_1,837.0,2024-06-13
10084268.0,drugname_1,321.0,2024-06-13
10084380.0,drugname_1,363.0,2024-06-13
10011781.0,drugname_1,947.0,2024-06-13
10011831.0,drugname_1,191.0,2024-06-13
10061428.0,drugname_1,510.0,2024-06-13
10012431.0,drugname_1,253.0,2024-06-13
10012432.0,drugname_1,278.0,2024-06-13
10012434.0,drugname_1,471.0,2024-06-13
10013687.0,drugname_1,680.0,2024-06-13
10013700.0,drugname_1,69.0,2024-06-13
10013710.0,drugname_1,852.0,2024-06-13
10013774.0,drugname_1,898.0,2024-06-13
10013781.0,drugname_1,367.0,2024-06-13
10013786.0,drugname_1,376.0,2024-06-13
10013911.0,drugname_1,159.0,2024-06-13
10013946.0,drugname_1,221.0,2024-06-13
10015150.0,drugname_1,435.0,2024-06-13
10080751.0,drugname_1,107.0,2024-06-13
10015926.0,drugname_1,27.0,2024-06-13
10016173.0,drugname_1,251.0,2024-06-13
10016852.0,drugname_1,749.0,2024-06-13
10055690.0,drugname_1,591.0,2024-06-13
10061157.0,drugname_1,501.0,2024-06-13
10060919.0,drugname_1,708.0,2024-06-13
1000000108.0,drugname_1,642.0,2024-06-13
10016936.0,drugname_1,732.0,2024-06-13
10017577.0,drugname_1,389.0,2024-06-13
10017693.0,drugname_1,800.0,2024-06-13
10017853.0,drugname_1,154.0,2024-06-13
10017888.0,drugname_1,709.0,2024-06-13
10017944.0,drugname_1,861.0,2024-06-13
10017955.0,drugname_1,497.0,2024-06-13
10064147.0,drugname_1,548.0,2024-06-13
10017885.0,drugname_1,822.0,2024-06-13
10018829.0,drugname_1,180.0,2024-06-13
10018964.0,drugname_1,205.0,2024-06-13
10018985.0,drugname_1,549.0,2024-06-13
10018999.0,drugname_1,759.0,2024-06-13
10019027.0,drugname_1,538.0,2024-06-13
10019670.0,drugname_1,501.0,2024-06-13
10019973.0,drugname_1,711.0,2024-06-13
10019974.0,drugname_1,971.0,2024-06-13
10020464.0,drugname_1,557.0,2024-06-13
10020635.0,drugname_1,841.0,2024-06-13
10020869.0,drugname_1,198.0,2024-06-13
10020903.0,drugname_1,748.0,2024-06-13
10020942.0,drugname_1,282.0,2024-06-13
10020983.0,drugname_1,982.0,2024-06-13
10021036.0,drugname_1,525.0,2024-06-13
10021058.0,drugname_1,725.0,2024-06-13
10083842.0,drugname_1,261.0,2024-06-13
10061598.0,drugname_1,474.0,2024-06-13
10021450.0,drugname_1,407.0,2024-06-13
10022000.0,drugname_1,842.0,2024-06-13
10022437.0,drugname_1,87.0,2024-06-13
10022611.0,drugname_1,478.0,2024-06-13
10023547.0,drugname_1,747.0,2024-06-13
10023874.0,drugname_1,120.0,2024-06-13
10024264.0,drugname_1,953.0,2024-06-13
10024378.0,drugname_1,546.0,2024-06-13
10024574.0,drugname_1,817.0,2024-06-13
10024670.0,drugname_1,863.0,2024-06-13
10024968.0,drugname_1,333.0,2024-06-13
10025102.0,drugname_1,498.0,2024-06-13
10058467.0,drugname_1,833.0,2024-06-13
10025258.0,drugname_1,67.0,2024-06-13
10025327.0,drugname_1,56.0,2024-06-13
10025482.0,drugname_1,970.0,2024-06-13
10025650.0,drugname_1,304.0,2024-06-13
10027175.0,drugname_1,450.0,2024-06-13
10028024.0,drugname_1,85.0,2024-06-13
10028034.0,drugname_1,403.0,2024-06-13
10050819.0,drugname_1,493.0,2024-06-13
10053156.0,drugname_1,828.0,2024-06-13
10028533.0,drugname_1,961.0,2024-06-13
10028584.0,drugname_1,373.0,2024-06-13
10028600.0,drugname_1,105.0,2024-06-13
10028735.0,drugname_1,69.0,2024-06-13
10028836.0,drugname_1,169.0,2024-06-13
10028980.0,drugname_1,748.0,2024-06-13
10028997.0,drugname_1,786.0,2024-06-13
10029331.0,drugname_1,745.0,2024-06-13
10059482.0,drugname_1,817.0,2024-06-13
10049151.0,drugname_1,81.0,2024-06-13
10030095.0,drugname_1,342.0,2024-06-13
10030901.0,drugname_1,169.0,2024-06-13
10067152.0,drugname_1,439.0,2024-06-13
10068319.0,drugname_1,527.0,2024-06-13
10031127.0,drugname_1,896.0,2024-06-13
10033425.0,drugname_1,711.0,2024-06-13
10033557.0,drugname_1,831.0,2024-06-13
10033645.0,drugname_1,808.0,2024-06-13
10033675.0,drugname_1,18.0,2024-06-13
10034835.0,drugname_1,286.0,2024-06-13
10034972.0,drugname_1,292.0,2024-06-13
10035514.0,drugname_1,457.0,2024-06-13
10073391.0,drugname_1,342.0,2024-06-13
10035598.0,drugname_1,175.0,2024-06-13
10073755.0,drugname_1,117.0,2024-06-13
10035669.0,drugname_1,866.0,2024-06-13
10061354.0,drugname_1,704.0,2024-06-13
10035737.0,drugname_1,246.0,2024-06-13
10035742.0,drugname_1,612.0,2024-06-13
10051077.0,drugname_1,838.0,2024-06-13
10036790.0,drugname_1,209.0,2024-06-13
10036807.0,drugname_1,252.0,2024-06-13
10060862.0,drugname_1,829.0,2024-06-13
10037032.0,drugname_1,475.0,2024-06-13
10037549.0,drugname_1,225.0,2024-06-13
10037855.0,drugname_1,121.0,2024-06-13
10037868.0,drugname_1,762.0,2024-06-13
10037884.0,drugname_1,974.0,2024-06-13
10060856.0,drugname_1,811.0,2024-06-13
10038063.0,drugname_1,50.0,2024-06-13
10062352.0,drugname_1,600.0,2024-06-13
10038867.0,drugname_1,125.0,2024-06-13
10039083.0,drugname_1,771.0,2024-06-13
10061494.0,drugname_1,510.0,2024-06-13
10058728.0,drugname_1,832.0,2024-06-13
10040741.0,drugname_1,973.0,2024-06-13
10040808.0,drugname_1,68.0,2024-06-13
10040829.0,drugname_1,498.0,2024-06-13
10040831.0,drugname_1,962.0,2024-06-13
10040844.0,drugname_1,689.0,2024-06-13
10064265.0,drugname_1,403.0,2024-06-13
10040872.0,drugname_1,939.0,2024-06-13
10059516.0,drugname_1,247.0,2024-06-13
10072005.0,drugname_1,864.0,2024-06-13
10065304.0,drugname_1,532.0,2024-06-13
10041823.0,drugname_1,819.0,2024-06-13
10041834.0,drugname_1,262.0,2024-06-13
10042128.0,drugname_1,561.0,2024-06-13
10042316.0,drugname_1,817.0,2024-06-13
10042361.0,drugname_1,697.0,2024-06-13
10042364.0,drugname_1,125.0,2024-06-13
10042604.0,drugname_1,842.0,2024-06-13
10042772.0,drugname_1,582.0,2024-06-13
10054889.0,drugname_1,683.0,2024-06-13
10044522.0,drugname_1,481.0,2024-06-13
10044755.0,drugname_1,346.0,2024-06-13
10045170.0,drugname_1,887.0,2024-06-13
10046735.0,drugname_1,374.0,2024-06-13
10047289.0,drugname_1,8.0,2024-06-13
10047290.0,drugname_1,400.0,2024-06-13
10065341.0,drugname_1,903.0,2024-06-13
10047302.0,drugname_1,815.0,2024-06-13
10047340.0,drugname_1,846.0,2024-06-13
10047461.0,drugname_1,63.0,2024-06-13
10047482.0,drugname_1,801.0,2024-06-13
10047513.0,drugname_1,344.0,2024-06-13
10047571.0,drugname_1,12.0,2024-06-13
10047895.0,drugname_1,844.0,2024-06-13
10047899.0,drugname_1,154.0,2024-06-13
10047942.0,drugname_1,760.0,2024-06-13
10051373.0,drugname_1,970.0,2024-06-13
10060921.0,drugname_1,406.0,2024-06-13
10056519.0,drugname_1,696.0,2024-06-13
10000084.0,drugname_1,825.0,2024-06-13
10058040.0,drugname_1,823.0,2024-06-13
10067383.0,drugname_1,96.0,2024-06-13
10061422.0,drugname_1,795.0,2024-06-13
10000125.0,drugname_1,292.0,2024-06-13
10085424.0,drugname_1,400.0,2024-06-13
10000210.0,drugname_1,994.0,2024-06-13
10000234.0,drugname_1,636.0,2024-06-13
10053573.0,drugname_1,271.0,2024-06-13
10050473.0,drugname_1,650.0,2024-06-13
10000305.0,drugname_1,89.0,2024-06-13
10059394.0,drugname_1,200.0,2024-06-13
10063409.0,drugname_1,171.0,2024-06-13
10064965.0,drugname_1,62.0,2024-06-13
10083897.0,drugname_1,624.0,2024-06-13
10000496.0,drugname_1,929.0,2024-06-13
10069754.0,drugname_1,987.0,2024-06-13
10000614.0,drugname_1,852.0,2024-06-13
10000636.0,drugname_1,353.0,2024-06-13
10000748.0,drugname_1,391.0,2024-06-13
10048799.0,drugname_1,770.0,2024-06-13
10059193.0,drugname_1,68.0,2024-06-13
10069339.0,drugname_1,108.0,2024-06-13
10063081.0,drugname_1,991.0,2024-06-13
10000846.0,drugname_1,108.0,2024-06-13
10000880.0,drugname_1,140.0,2024-06-13
10000891.0,drugname_1,662.0,2024-06-13
10001029.0,drugname_1,773.0,2024-06-13
10001052.0,drugname_1,958.0,2024-06-13
10001053.0,drugname_1,382.0,2024-06-13
10001076.0,drugname_1,8.0,2024-06-13
10001115.0,drugname_1,84.0,2024-06-13
10001141.0,drugname_1,435.0,2024-06-13
10001150.0,drugname_1,800.0,2024-06-13
10001167.0,drugname_1,780.0,2024-06-13
1000000285.0,drugname_1,733.0,2024-06-13
10001297.0,drugname_1,686.0,2024-06-13
10050203.0,drugname_1,348.0,2024-06-13
10001347.0,drugname_1,677.0,2024-06-13
1000000798.0,drugname_1,501.0,2024-06-13
10054205.0,drugname_1,987.0,2024-06-13
10064930.0,drugname_1,215.0,2024-06-13
10001565.0,drugname_1,57.0,2024-06-13
10001567.0,drugname_1,353.0,2024-06-13
10001761.0,drugname_1,114.0,2024-06-13
10001889.0,drugname_1,246.0,2024-06-13
10001902.0,drugname_1,179.0,2024-06-13
10001928.0,drugname_1,529.0,2024-06-13
10002022.0,drugname_1,264.0,2024-06-13
10002064.0,drugname_1,403.0,2024-06-13
10049105.0,drugname_1,792.0,2024-06-13
10048946.0,drugname_1,249.0,2024-06-13
10002156.0,drugname_1,638.0,2024-06-13
10068556.0,drugname_1,595.0,2024-06-13
10049555.0,drugname_1,436.0,2024-06-13
10073358.0,drugname_1,29.0,2024-06-13
10002199.0,drugname_1,332.0,2024-06-13
10002383.0,drugname_1,512.0,2024-06-13
10002388.0,drugname_1,666.0,2024-06-13
10002411.0,drugname_1,325.0,2024-06-13
10002424.0,drugname_1,75.0,2024-06-13
10002476.0,drugname_1,784.0,2024-06-13
10002500.0,drugname_1,236.0,2024-06-13
10002509.0,drugname_1,8.0,2024-06-13
10002544.0,drugname_1,942.0,2024-06-13
10059730.0,drugname_1,593.0,2024-06-13
10053816.0,drugname_1,716.0,2024-06-13
10050894.0,drugname_1,153.0,2024-06-13
10002882.0,drugname_1,903.0,2024-06-13
10002886.0,drugname_1,438.0,2024-06-13
10002895.0,drugname_1,984.0,2024-06-13
10067975.0,drugname_1,829.0,2024-06-13
10002906.0,drugname_1,892.0,2024-06-13
10061589.0,drugname_1,489.0,2024-06-13
10002915.0,drugname_1,321.0,2024-06-13
10002918.0,drugname_1,277.0,2024-06-13
10002948.0,drugname_1,503.0,2024-06-13
10002959.0,drugname_1,534.0,2024-06-13
10002965.0,drugname_1,871.0,2024-06-13
10002967.0,drugname_1,872.0,2024-06-13
10002974.0,drugname_1,691.0,2024-06-13
10003011.0,drugname_1,841.0,2024-06-13
10073360.0,drugname_1,194.0,2024-06-13
10003041.0,drugname_1,146.0,2024-06-13
10003046.0,drugname_1,639.0,2024-06-13
10049005.0,drugname_1,740.0,2024-06-13
10003084.0,drugname_1,223.0,2024-06-13
10067339.0,drugname_1,62.0,2024-06-13
10060964.0,drugname_1,2.0,2024-06-13
10003178.0,drugname_1,178.0,2024-06-13
10003211.0,drugname_1,853.0,2024-06-13
10003193.0,drugname_1,301.0,2024-06-13
10053555.0,drugname_1,748.0,2024-06-13
10060968.0,drugname_1,268.0,2024-06-13
10003445.0,drugname_1,766.0,2024-06-13
10003553.0,drugname_1,856.0,2024-06-13
10056396.0,drugname_1,690.0,2024-06-13
10003591.0,drugname_1,946.0,2024-06-13
10048623.0,drugname_1,425.0,2024-06-13
10003668.0,drugname_1,967.0,2024-06-13
10003671.0,drugname_1,376.0,2024-06-13
10003673.0,drugname_1,431.0,2024-06-13
10003674.0,drugname_1,23.0,2024-06-13
10003677.0,drugname_1,659.0,2024-06-13
10061663.0,drugname_1,484.0,2024-06-13
10003757.0,drugname_1,681.0,2024-06-13
10075689.0,drugname_1,15.0,2024-06-13
10061664.0,drugname_1,511.0,2024-06-13
10073785.0,drugname_1,921.0,2024-06-13
10055128.0,drugname_1,94.0,2024-06-13
10048750.0,drugname_1,742.0,2024-06-13
10003885.0,drugname_1,459.0,2024-06-13
10003899.0,drugname_1,705.0,2024-06-13
10053775.0,drugname_1,63.0,2024-06-13
10059998.0,drugname_1,459.0,2024-06-13
10003997.0,drugname_1,447.0,2024-06-13
10053840.0,drugname_1,818.0,2024-06-13
10049848.0,drugname_1,963.0,2024-06-13
10004137.0,drugname_1,946.0,2024-06-13
10004173.0,drugname_1,463.0,2024-06-13
10004398.0,drugname_1,441.0,2024-06-13
10061000.0,drugname_1,127.0,2024-06-13
10004446.0,drugname_1,314.0,2024-06-13
10078160.0,drugname_1,691.0,2024-06-13
10057393.0,drugname_1,740.0,2024-06-13
10004663.0,drugname_1,87.0,2024-06-13
10057847.0,drugname_1,963.0,2024-06-13
10004685.0,drugname_1,773.0,2024-06-13
10077356.0,drugname_1,356.0,2024-06-13
10055181.0,drugname_1,100.0,2024-06-13
10004992.0,drugname_1,264.0,2024-06-13
10005005.0,drugname_1,617.0,2024-06-13
10005043.0,drugname_1,203.0,2024-06-13
10005056.0,drugname_1,386.0,2024-06-13
10005084.0,drugname_1,927.0,2024-06-13
10005098.0,drugname_1,271.0,2024-06-13
10005140.0,drugname_1,699.0,2024-06-13
10005169.0,drugname_1,976.0,2024-06-13
10005191.0,drugname_1,883.0,2024-06-13
10005192.0,drugname_1,825.0,2024-06-13
10005286.0,drugname_1,208.0,2024-06-13
10005287.0,drugname_1,654.0,2024-06-13
10005288.0,drugname_1,131.0,2024-06-13
10005296.0,drugname_1,911.0,2024-06-13
10049869.0,drugname_1,760.0,2024-06-13
10005372.0,drugname_1,52.0,2024-06-13
10005396.0,drugname_1,76.0,2024-06-13
10005419.0,drugname_1,115.0,2024-06-13
10005424.0,drugname_1,885.0,2024-06-13
10005425.0,drugname_1,484.0,2024-06-13
10005448.0,drugname_1,590.0,2024-06-13
10005464.0,drugname_1,327.0,2024-06-13
10005468.0,drugname_1,417.0,2024-06-13
10005470.0,drugname_1,962.0,2024-06-13
10005482.0,drugname_1,904.0,2024-06-13
10005520.0,drugname_1,844.0,2024-06-13
10005521.0,drugname_1,348.0,2024-06-13
10005555.0,drugname_1,508.0,2024-06-13
10005585.0,drugname_1,840.0,2024-06-13
10005586.0,drugname_1,637.0,2024-06-13
10005601.0,drugname_1,648.0,2024-06-13
10005613.0,drugname_1,881.0,2024-06-13
10005617.0,drugname_1,547.0,2024-06-13
10057595.0,drugname_1,138.0,2024-06-13
10005630.0,drugname_1,563.0,2024-06-13
10005739.0,drugname_1,99.0,2024-06-13
10005750.0,drugname_1,360.0,2024-06-13
10005760.0,drugname_1,76.0,2024-06-13
10005802.0,drugname_1,884.0,2024-06-13
10005833.0,drugname_1,452.0,2024-06-13
10005838.0,drugname_1,839.0,2024-06-13
10005839.0,drugname_1,803.0,2024-06-13
10005846.0,drugname_1,395.0,2024-06-13
10005850.0,drugname_1,326.0,2024-06-13
10005851.0,drugname_1,257.0,2024-06-13
10018870.0,drugname_1,134.0,2024-06-13
10057687.0,drugname_1,855.0,2024-06-13
10059126.0,drugname_1,581.0,2024-06-13
10005910.0,drugname_1,974.0,2024-06-13
10068653.0,drugname_1,92.0,2024-06-13
10066251.0,drugname_1,79.0,2024-06-13
10005954.0,drugname_1,905.0,2024-06-13
10005956.0,drugname_1,267.0,2024-06-13
10005973.0,drugname_1,720.0,2024-06-13
10061728.0,drugname_1,254.0,2024-06-13
10065687.0,drugname_1,719.0,2024-06-13
10061729.0,drugname_1,32.0,2024-06-13
10065553.0,drugname_1,314.0,2024-06-13
10051763.0,drugname_1,948.0,2024-06-13
10006059.0,drugname_1,936.0,2024-06-13
10049765.0,drugname_1,443.0,2024-06-13
10006093.0,drugname_1,157.0,2024-06-13
10006102.0,drugname_1,817.0,2024-06-13
10006105.0,drugname_1,872.0,2024-06-13
10006126.0,drugname_1,934.0,2024-06-13
10067967.0,drugname_1,378.0,2024-06-13
10061019.0,drugname_1,114.0,2024-06-13
10006131.0,drugname_1,729.0,2024-06-13
10006187.0,drugname_1,859.0,2024-06-13
10064753.0,drugname_1,40.0,2024-06-13
10066091.0,drugname_1,381.0,2024-06-13
10006445.0,drugname_1,676.0,2024-06-13
10061736.0,drugname_1,468.0,2024-06-13
10006458.0,drugname_1,58.0,2024-06-13
10006580.0,drugname_1,871.0,2024-06-13
10006582.0,drugname_1,837.0,2024-06-13
10006595.0,drugname_1,412.0,2024-06-13
10006784.0,drugname_1,782.0,2024-06-13
10061022.0,drugname_1,923.0,2024-06-13
10006825.0,drugname_1,356.0,2024-06-13
10006895.0,drugname_1,815.0,2024-06-13
10007048.0,drugname_1,451.0,2024-06-13
10051226.0,drugname_1,808.0,2024-06-13
10053166.0,drugname_1,680.0,2024-06-13
10007191.0,drugname_1,366.0,2024-06-13
10062658.0,drugname_1,263.0,2024-06-13
10007225.0,drugname_1,696.0,2024-06-13
10007515.0,drugname_1,432.0,2024-06-13
10049993.0,drugname_1,979.0,2024-06-13
10054211.0,drugname_1,111.0,2024-06-13
10079751.0,drugname_1,250.0,2024-06-13
10007556.0,drugname_1,699.0,2024-06-13
10007558.0,drugname_1,799.0,2024-06-13
10007559.0,drugname_1,22.0,2024-06-13
10061592.0,drugname_1,226.0,2024-06-13
10052840.0,drugname_1,598.0,2024-06-13
1000000217.0,drugname_1,876.0,2024-06-13
10007586.0,drugname_1,987.0,2024-06-13
10007610.0,drugname_1,375.0,2024-06-13
10061406.0,drugname_1,956.0,2024-06-13
10007617.0,drugname_1,850.0,2024-06-13
10007625.0,drugname_1,620.0,2024-06-13
10007632.0,drugname_1,754.0,2024-06-13
10007636.0,drugname_1,718.0,2024-06-13
10051093.0,drugname_1,228.0,2024-06-13
10068230.0,drugname_1,619.0,2024-06-13
10007697.0,drugname_1,994.0,2024-06-13
10061745.0,drugname_1,351.0,2024-06-13
10063587.0,drugname_1,579.0,2024-06-13
10052264.0,drugname_1,756.0,2024-06-13
10055662.0,drugname_1,580.0,2024-06-13
10056520.0,drugname_1,325.0,2024-06-13
10007811.0,drugname_1,364.0,2024-06-13
10067996.0,drugname_1,556.0,2024-06-13
10063294.0,drugname_1,266.0,2024-06-13
10057248.0,drugname_1,236.0,2024-06-13
10007921.0,drugname_1,675.0,2024-06-13
10086754.0,drugname_1,409.0,2024-06-13
10072805.0,drugname_1,90.0,2024-06-13
10061036.0,drugname_1,249.0,2024-06-13
10051597.0,drugname_1,680.0,2024-06-13
10049657.0,drugname_1,919.0,2024-06-13
10053942.0,drugname_1,329.0,2024-06-13
10008118.0,drugname_1,998.0,2024-06-13
10008120.0,drugname_1,516.0,2024-06-13
10067277.0,drugname_1,311.0,2024-06-13
10057854.0,drugname_1,478.0,2024-06-13
10008399.0,drugname_1,519.0,2024-06-13
10008417.0,drugname_1,36.0,2024-06-13
10008469.0,drugname_1,367.0,2024-06-13
10008583.0,drugname_1,901.0,2024-06-13
10008604.0,drugname_1,89.0,2024-06-13
10008612.0,drugname_1,868.0,2024-06-13
10008614.0,drugname_1,622.0,2024-06-13
10062631.0,drugname_1,861.0,2024-06-13
10008629.0,drugname_1,201.0,2024-06-13
10008635.0,drugname_1,848.0,2024-06-13
10008649.0,drugname_1,740.0,2024-06-13
10061762.0,drugname_1,105.0,2024-06-13
10064848.0,drugname_1,845.0,2024-06-13
10008958.0,drugname_1,294.0,2024-06-13
10009013.0,drugname_1,200.0,2024-06-13
10075081.0,drugname_1,527.0,2024-06-13
10009018.0,drugname_1,228.0,2024-06-13
10009033.0,drugname_1,885.0,2024-06-13
10009137.0,drugname_1,101.0,2024-06-13
10072757.0,drugname_1,968.0,2024-06-13
10009192.0,drugname_1,42.0,2024-06-13
10009245.0,drugname_1,320.0,2024-06-13
10078496.0,drugname_1,967.0,2024-06-13
10009657.0,drugname_1,598.0,2024-06-13
10054236.0,drugname_1,898.0,2024-06-13
10009802.0,drugname_1,140.0,2024-06-13
10009825.0,drugname_1,582.0,2024-06-13
10057668.0,drugname_1,658.0,2024-06-13
10009866.0,drugname_1,226.0,2024-06-13
10009868.0,drugname_1,663.0,2024-06-13
10009900.0,drugname_1,444.0,2024-06-13
10009944.0,drugname_1,337.0,2024-06-13
10010144.0,drugname_1,344.0,2024-06-13
10064332.0,drugname_1,424.0,2024-06-13
10061781.0,drugname_1,423.0,2024-06-13
10010214.0,drugname_1,396.0,2024-06-13
10010276.0,drugname_1,338.0,2024-06-13
10010305.0,drugname_1,63.0,2024-06-13
10086700.0,drugname_1,722.0,2024-06-13
10051625.0,drugname_1,306.0,2024-06-13
10061788.0,drugname_1,222.0,2024-06-13
10011035.0,drugname_1,189.0,2024-06-13
10082599.0,drugname_1,218.0,2024-06-13
10011078.0,drugname_1,653.0,2024-06-13
10048631.0,drugname_1,126.0,2024-06-13
10052895.0,drugname_1,237.0,2024-06-13
10011086.0,drugname_1,106.0,2024-06-13
10011089.0,drugname_1,312.0,2024-06-13
10051905.0,drugname_1,910.0,2024-06-13
10061092.0,drugname_1,249.0,2024-06-13
10070976.0,drugname_1,704.0,2024-06-13
10011372.0,drugname_1,713.0,2024-06-13
10011401.0,drugname_1,942.0,2024-06-13
10067112.0,drugname_1,854.0,2024-06-13
10084824.0,drugname_1,351.0,2024-06-13
10011490.0,drugname_1,707.0,2024-06-13
10070455.0,drugname_1,228.0,2024-06-13
10082722.0,drugname_1,885.0,2024-06-13
10011677.0,drugname_1,45.0,2024-06-13
10011686.0,drugname_1,620.0,2024-06-13
10011732.0,drugname_1,69.0,2024-06-13
10065198.0,drugname_1,476.0,2024-06-13
10011793.0,drugname_1,861.0,2024-06-13
10058202.0,drugname_1,119.0,2024-06-13
10067477.0,drugname_1,85.0,2024-06-13
10052015.0,drugname_1,953.0,2024-06-13
10049015.0,drugname_1,500.0,2024-06-13
10058666.0,drugname_1,175.0,2024-06-13
10051620.0,drugname_1,374.0,2024-06-13
10058854.0,drugname_1,684.0,2024-06-13
10064769.0,drugname_1,858.0,2024-06-13
10011878.0,drugname_1,688.0,2024-06-13
10011953.0,drugname_1,411.0,2024-06-13
10078930.0,drugname_1,207.0,2024-06-13
10011968.0,drugname_1,35.0,2024-06-13
10051055.0,drugname_1,571.0,2024-06-13
10012118.0,drugname_1,714.0,2024-06-13
10012174.0,drugname_1,854.0,2024-06-13
